model,protocol,protocol_label,split,dataset,subject_id,seq,window_idx,gt_bpm,model_bpm,chrom_bpm,model_err,chrom_err,abs_model_err,abs_chrom_err,error_bin,harmonic_type,error_direction,pred_gt_ratio,is_model_better,model_pearson,chrom_pearson,fs,start_time,end_time,start_idx,end_idx,model_minus_chrom,model_better,path,resolved_path,eval_failure_type
loss-StaA_AUX-Pearson_step4_dual_b1_deriv_b2,old,Old@1BPM,train,PURE,01,01-01,0,69.97760716570784,68.97792706334057,68.97792706334057,0.9996801023672646,0.9996801023672646,0.9996801023672646,0.9996801023672646,1-bin (<=1),none,OK,0.9857,False,0.7969831171987182,0.7069648039896603,29.99040307101764,0.0,7.966685000000001,0,240,0.0,False,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
loss-StaA_AUX-Pearson_step4_dual_b1_deriv_b2,old,Old@1BPM,train,PURE,01,01-01,1,66.97856685860606,66.97856685860606,66.97856685860606,0.0,0.0,0.0,0.0,1-bin (<=1),none,OK,1.0,False,0.7834943217589849,0.6887736270763054,29.99040307101764,1.000027,8.966681000000001,30,270,0.0,False,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
loss-StaA_AUX-Pearson_step4_dual_b1_deriv_b2,old,Old@1BPM,train,PURE,01,01-01,2,64.97920665387156,64.97920665387156,63.9795265515043,0.0,0.9996801023672576,0.0,0.9996801023672576,1-bin (<=1),none,OK,1.0,True,0.7818661872126398,0.6925870275718816,29.99040307101764,2.000023,9.966676,60,300,-0.9996801023672576,True,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
loss-StaA_AUX-Pearson_step4_dual_b1_deriv_b2,old,Old@1BPM,train,PURE,01,01-01,3,63.9795265515043,62.97984644913705,62.97984644913705,0.9996801023672504,0.9996801023672504,0.9996801023672504,0.9996801023672504,1-bin (<=1),none,OK,0.9844,False,0.757389523156298,0.6698690828654867,29.99040307101764,3.000019,10.966672,90,330,0.0,False,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
loss-StaA_AUX-Pearson_step4_dual_b1_deriv_b2,old,Old@1BPM,train,PURE,01,01-01,4,63.9795265515043,62.97984644913705,62.97984644913705,0.9996801023672504,0.9996801023672504,0.9996801023672504,0.9996801023672504,1-bin (<=1),none,OK,0.9844,False,0.7691353507462697,0.6683215301301912,29.99040307101764,4.000015,11.966668,120,360,0.0,False,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
loss-StaA_AUX-Pearson_step4_dual_b1_deriv_b2,old,Old@1BPM,train,PURE,01,01-01,5,63.9795265515043,63.9795265515043,63.9795265515043,0.0,0.0,0.0,0.0,1-bin (<=1),none,OK,1.0,False,0.8428937229841248,0.7429720428073753,29.99040307101764,5.000011000000001,12.966695,150,390,0.0,False,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
loss-StaA_AUX-Pearson_step4_dual_b1_deriv_b2,old,Old@1BPM,train,PURE,01,01-01,6,64.97920665387156,63.9795265515043,64.97920665387156,0.9996801023672576,0.0,0.9996801023672576,0.0,1-bin (<=1),none,OK,0.9846,False,0.8221171721746258,0.7211261952360173,29.99040307101764,6.000007,13.966691,180,420,0.9996801023672576,False,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
loss-StaA_AUX-Pearson_step4_dual_b1_deriv_b2,old,Old@1BPM,train,PURE,01,01-01,7,64.97920665387156,64.97920665387156,64.97920665387156,0.0,0.0,0.0,0.0,1-bin (<=1),none,OK,1.0,False,0.8113647314090027,0.7002151380357178,29.99040307101764,7.000003,14.966687,210,450,0.0,False,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
loss-StaA_AUX-Pearson_step4_dual_b1_deriv_b2,old,Old@1BPM,train,PURE,01,01-01,8,65.97888675623881,65.97888675623881,65.97888675623881,0.0,0.0,0.0,0.0,1-bin (<=1),none,OK,1.0,False,0.8266238944815035,0.7055028910303652,29.99040307101764,8.000029,15.966683000000002,240,480,0.0,False,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
loss-StaA_AUX-Pearson_step4_dual_b1_deriv_b2,old,Old@1BPM,train,PURE,01,01-01,9,66.97856685860606,66.97856685860606,66.97856685860606,0.0,0.0,0.0,0.0,1-bin (<=1),none,OK,1.0,False,0.8215605619850394,0.7024131860837988,29.99040307101764,9.000025,16.966679000000003,270,510,0.0,False,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
loss-StaA_AUX-Pearson_step4_dual_b1_deriv_b2,old,Old@1BPM,train,PURE,01,01-01,10,66.97856685860606,66.97856685860606,65.97888675623881,0.0,0.9996801023672504,0.0,0.9996801023672504,1-bin (<=1),none,OK,1.0,True,0.8262593494092977,0.7098725812980539,29.99040307101764,10.000021,17.966675000000002,300,540,-0.9996801023672504,True,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
loss-StaA_AUX-Pearson_step4_dual_b1_deriv_b2,old,Old@1BPM,train,PURE,01,01-01,11,65.97888675623881,65.97888675623881,64.97920665387156,0.0,0.9996801023672504,0.0,0.9996801023672504,1-bin (<=1),none,OK,1.0,True,0.8213346717717906,0.7090316498868632,29.99040307101764,11.000017,18.966671,330,570,-0.9996801023672504,True,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
loss-StaA_AUX-Pearson_step4_dual_b1_deriv_b2,old,Old@1BPM,train,PURE,01,01-01,12,64.97920665387156,64.97920665387156,64.97920665387156,0.0,0.0,0.0,0.0,1-bin (<=1),none,OK,1.0,False,0.8030158401202251,0.671193416264084,29.99040307101764,12.000013,19.966697,360,600,0.0,False,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
loss-StaA_AUX-Pearson_step4_dual_b1_deriv_b2,old,Old@1BPM,train,PURE,01,01-01,13,64.97920665387156,64.97920665387156,63.9795265515043,0.0,0.9996801023672576,0.0,0.9996801023672576,1-bin (<=1),none,OK,1.0,True,0.8223942295909177,0.7045699624056502,29.99040307101764,13.000009,20.966693000000003,390,630,-0.9996801023672576,True,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
