model,protocol,protocol_label,split,dataset,subject_id,seq,window_idx,gt_bpm,model_bpm,chrom_bpm,model_err,chrom_err,abs_model_err,abs_chrom_err,error_bin,harmonic_type,error_direction,pred_gt_ratio,is_model_better,model_pearson,chrom_pearson,fs,start_time,end_time,start_idx,end_idx,model_minus_chrom,model_better,path,resolved_path,eval_failure_type
ablation_step1_chrom_b1,old,Old@1BPM,train,PURE,01,01-01,0,69.97760716570784,68.97792706334057,68.97792706334057,0.9996801023672646,0.9996801023672646,0.9996801023672646,0.9996801023672646,1-bin (<=1),none,OK,0.9857,False,0.8755403273678564,0.7069648039896603,29.99040307101764,0.0,7.966685000000001,0,240,0.0,False,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
ablation_step1_chrom_b1,old,Old@1BPM,train,PURE,01,01-01,1,66.97856685860606,66.97856685860606,66.97856685860606,0.0,0.0,0.0,0.0,1-bin (<=1),none,OK,1.0,False,0.8802158223810341,0.6887736270763054,29.99040307101764,1.000027,8.966681000000001,30,270,0.0,False,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
ablation_step1_chrom_b1,old,Old@1BPM,train,PURE,01,01-01,2,64.97920665387156,64.97920665387156,63.9795265515043,0.0,0.9996801023672576,0.0,0.9996801023672576,1-bin (<=1),none,OK,1.0,True,0.8699710565842551,0.6925870275718816,29.99040307101764,2.000023,9.966676,60,300,-0.9996801023672576,True,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
ablation_step1_chrom_b1,old,Old@1BPM,train,PURE,01,01-01,3,63.9795265515043,63.9795265515043,62.97984644913705,0.0,0.9996801023672504,0.0,0.9996801023672504,1-bin (<=1),none,OK,1.0,True,0.8645802623026111,0.6698690828654867,29.99040307101764,3.000019,10.966672,90,330,-0.9996801023672504,True,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
ablation_step1_chrom_b1,old,Old@1BPM,train,PURE,01,01-01,4,63.9795265515043,62.97984644913705,62.97984644913705,0.9996801023672504,0.9996801023672504,0.9996801023672504,0.9996801023672504,1-bin (<=1),none,OK,0.9844,False,0.8796930427852901,0.6683215301301912,29.99040307101764,4.000015,11.966668,120,360,0.0,False,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
ablation_step1_chrom_b1,old,Old@1BPM,train,PURE,01,01-01,5,63.9795265515043,63.9795265515043,63.9795265515043,0.0,0.0,0.0,0.0,1-bin (<=1),none,OK,1.0,False,0.9180049001013808,0.7429720428073753,29.99040307101764,5.000011000000001,12.966695,150,390,0.0,False,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
ablation_step1_chrom_b1,old,Old@1BPM,train,PURE,01,01-01,6,64.97920665387156,63.9795265515043,64.97920665387156,0.9996801023672576,0.0,0.9996801023672576,0.0,1-bin (<=1),none,OK,0.9846,False,0.8955232671447606,0.7211261952360173,29.99040307101764,6.000007,13.966691,180,420,0.9996801023672576,False,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
ablation_step1_chrom_b1,old,Old@1BPM,train,PURE,01,01-01,7,64.97920665387156,64.97920665387156,64.97920665387156,0.0,0.0,0.0,0.0,1-bin (<=1),none,OK,1.0,False,0.884272674189856,0.7002151380357178,29.99040307101764,7.000003,14.966687,210,450,0.0,False,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
ablation_step1_chrom_b1,old,Old@1BPM,train,PURE,01,01-01,8,65.97888675623881,65.97888675623881,65.97888675623881,0.0,0.0,0.0,0.0,1-bin (<=1),none,OK,1.0,False,0.9053463731906786,0.7055028910303652,29.99040307101764,8.000029,15.966683000000002,240,480,0.0,False,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
ablation_step1_chrom_b1,old,Old@1BPM,train,PURE,01,01-01,9,66.97856685860606,66.97856685860606,66.97856685860606,0.0,0.0,0.0,0.0,1-bin (<=1),none,OK,1.0,False,0.9054716603068204,0.7024131860837988,29.99040307101764,9.000025,16.966679000000003,270,510,0.0,False,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
ablation_step1_chrom_b1,old,Old@1BPM,train,PURE,01,01-01,10,66.97856685860606,66.97856685860606,65.97888675623881,0.0,0.9996801023672504,0.0,0.9996801023672504,1-bin (<=1),none,OK,1.0,True,0.9142641439480907,0.7098725812980539,29.99040307101764,10.000021,17.966675000000002,300,540,-0.9996801023672504,True,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
ablation_step1_chrom_b1,old,Old@1BPM,train,PURE,01,01-01,11,65.97888675623881,64.97920665387156,64.97920665387156,0.9996801023672504,0.9996801023672504,0.9996801023672504,0.9996801023672504,1-bin (<=1),none,OK,0.9848,False,0.8902294202993175,0.7090316498868632,29.99040307101764,11.000017,18.966671,330,570,0.0,False,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
ablation_step1_chrom_b1,old,Old@1BPM,train,PURE,01,01-01,12,64.97920665387156,64.97920665387156,64.97920665387156,0.0,0.0,0.0,0.0,1-bin (<=1),none,OK,1.0,False,0.8831640995368408,0.671193416264084,29.99040307101764,12.000013,19.966697,360,600,0.0,False,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
ablation_step1_chrom_b1,old,Old@1BPM,train,PURE,01,01-01,13,64.97920665387156,64.97920665387156,63.9795265515043,0.0,0.9996801023672576,0.0,0.9996801023672576,1-bin (<=1),none,OK,1.0,True,0.9004116017305304,0.7045699624056502,29.99040307101764,13.000009,20.966693000000003,390,630,-0.9996801023672576,True,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
ablation_step1_chrom_b1,old,Old@1BPM,train,PURE,01,01-01,14,64.97920665387156,64.97920665387156,63.9795265515043,0.0,0.9996801023672576,0.0,0.9996801023672576,1-bin (<=1),none,OK,1.0,True,0.8819305576524483,0.6932426870411132,29.99040307101764,14.000005000000002,21.966689,420,660,-0.9996801023672576,True,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
ablation_step1_chrom_b1,old,Old@1BPM,train,PURE,01,01-01,15,64.97920665387156,64.97920665387156,64.97920665387156,0.0,0.0,0.0,0.0,1-bin (<=1),none,OK,1.0,False,0.8979745994717411,0.6987615827158529,29.99040307101764,15.000031000000002,22.966685,450,690,0.0,False,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
ablation_step1_chrom_b1,old,Old@1BPM,train,PURE,01,01-01,16,65.97888675623881,64.97920665387156,65.97888675623881,0.9996801023672504,0.0,0.9996801023672504,0.0,1-bin (<=1),none,OK,0.9848,False,0.8900749821464431,0.691339274055301,29.99040307101764,16.000027,23.966681,480,720,0.9996801023672504,False,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
ablation_step1_chrom_b1,old,Old@1BPM,train,PURE,01,01-01,17,66.97856685860606,65.97888675623881,65.97888675623881,0.9996801023672504,0.9996801023672504,0.9996801023672504,0.9996801023672504,1-bin (<=1),none,OK,0.9851,False,0.8463595253543704,0.6125469867872902,29.99040307101764,17.000023000000002,24.966677,510,750,0.0,False,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
ablation_step1_chrom_b1,old,Old@1BPM,train,PURE,01,01-01,18,66.97856685860606,66.97856685860606,66.97856685860606,0.0,0.0,0.0,0.0,1-bin (<=1),none,OK,1.0,False,0.8619614767416867,0.6224849658724798,29.99040307101764,18.000019,25.966673,540,780,0.0,False,Dataset/3_ROI/PURE_RAW/01-01.npz,/media/data/rPPG/Code/GitHub/Project_rPPG/Dataset/3_ROI/PURE_RAW/01-01.npz,correct
